Date,High,Low,Open,Close,Volume,Adj Close
2021-04-30,153.64999389648438,149.97000122070312,151.7449951171875,150.09500122070312,20191200.0,150.01577758789062
2021-05-03,152.46749877929688,147.875,151.25,148.36749267578125,20391200.0,148.2891845703125
2021-05-04,146.375,140.1024932861328,146.37249755859375,143.5124969482422,40532400.0,143.43675231933594
2021-05-05,148.13499450683594,143.875,147.08999633789062,144.5850067138672,29202400.0,144.50869750976562
2021-05-06,145.71249389648438,142.17999267578125,144.95249938964844,145.22999572753906,19338000.0,145.15333557128906
2021-05-07,149.70750427246094,146.71749877929688,148.08250427246094,148.12249755859375,22932800.0,148.04432678222656
2021-05-10,148.05999755859375,142.5,147.87249755859375,142.65750122070312,26890400.0,142.58221435546875
2021-05-11,143.54750061035156,137.5,138.25,143.0625,28558400.0,142.98699951171875
2021-05-12,142.6024932861328,137.09249877929688,140.09500122070312,137.5850067138672,30340800.0,137.5124053955078
2021-05-13,140.8074951171875,134.58999633789062,140.33749389648438,136.65249633789062,28540400.0,136.5803680419922
2021-05-14,143.27999877929688,137.48500061035156,138.89999389648438,142.42999267578125,25861600.0,142.35482788085938
2021-05-17,141.6925048828125,138.53500366210938,141.57000732421875,141.65499877929688,21698000.0,141.5802459716797
2021-05-18,144.04249572753906,140.0399932861328,142.6699981689453,140.15750122070312,18625600.0,140.08352661132812
2021-05-19,140.7949981689453,135.4324951171875,135.6649932861328,140.65750122070312,34400000.0,140.58326721191406
2021-05-20,146.83749389648438,142.7050018310547,143.02499389648438,146.125,32159200.0,146.04788208007812
2021-05-21,152.22000122070312,148.69500732421875,151.6374969482422,149.91749572753906,67299200.0,149.83837890625
2021-05-24,157.4499969482422,151.75999450683594,152.125,156.1199951171875,55481600.0,156.03759765625
2021-05-25,158.18499755859375,154.8249969482422,157.66000366210938,156.4774932861328,43540800.0,156.3948974609375
2021-05-26,157.9375,155.8625030517578,157.34249877929688,157.0,37044000.0,156.91714477539062
2021-05-27,157.5,154.60000610351562,156.99749755859375,154.8800048828125,58147600.0,154.7982635498047
2021-05-28,162.77499389648438,155.00999450683594,155.00999450683594,162.44500732421875,64453600.0,162.35926818847656
2021-06-01,163.88250732421875,159.03250122070312,162.6999969482422,162.64500427246094,47280400.0,162.55917358398438
2021-06-02,169.1875,162.35499572753906,162.5225067138672,167.78250122070312,59416800.0,167.69395446777344
2021-06-03,172.58999633789062,165.8300018310547,167.00750732421875,169.69749450683594,58000800.0,169.60794067382812
2021-06-04,176.61000061035156,170.9550018310547,171.125,175.78250122070312,61712000.0,175.68972778320312
2021-06-07,178.125,171.92750549316406,175.71249389648438,176.19000244140625,57575600.0,176.09701538085938
2021-06-08,176.21499633789062,172.50999450683594,175.2725067138672,174.57000732421875,32384800.0,174.47787475585938
2021-06-09,175.75,172.5574951171875,175.15750122070312,173.58250427246094,38165600.0,173.53065490722656
2021-06-10,174.9199981689453,171.75999450683594,173.5,174.25,28777200.0,174.1979522705078
2021-06-11,179.3925018310547,174.4375,174.7949981689453,178.25250244140625,41630800.0,178.19924926757812
2021-06-14,180.39500427246094,176.62750244140625,179.05999755859375,180.1875,32137600.0,180.13368225097656
2021-06-15,180.16250610351562,177.27999877929688,179.14999389648438,177.88499450683594,24303200.0,177.8318634033203
2021-06-16,179.54750061035156,175.84500122070312,177.90750122070312,178.1024932861328,30712400.0,178.04928588867188
2021-06-17,188.35000610351562,177.5625,177.7449951171875,186.57249450683594,80965600.0,186.51675415039062
2021-06-18,193.75,185.83999633789062,187.83999633789062,186.3874969482422,96885600.0,186.33181762695312
2021-06-21,185.36500549316406,178.2274932861328,184.3524932861328,184.2725067138672,67238400.0,184.21746826171875
2021-06-22,189.6374969482422,183.86000061035156,184.71499633789062,188.86749267578125,58014400.0,188.8110809326172
2021-06-23,191.52749633789062,189.07749938964844,190.07749938964844,190.57249450683594,33235600.0,190.51556396484375
2021-06-24,194.1999969482422,190.88250732421875,192.27749633789062,192.05499267578125,32092400.0,191.99761962890625
2021-06-25,193.4550018310547,188.94500732421875,192.80499267578125,190.30999755859375,27836400.0,190.25314331054688
2021-06-28,200.78750610351562,193.19000244140625,193.6125030517578,199.85000610351562,49543600.0,199.79031372070312
2021-06-29,200.9875030517578,196.57000732421875,198.8249969482422,200.2675018310547,36763200.0,200.20767211914062
2021-06-30,201.625,198.6374969482422,199.99249267578125,200.02499389648438,32656800.0,199.96524047851562
